,Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Gender,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers,candidate_brand,specifiers,label
39739,20110611-3E929-2147478313,6/11/2011,,7/5/2011,Consumer,"Lasko brand Weather Shield 20 inch box fan, original model without thermostat.  Model 3720.",Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Fans (380),380,LASKO PRODUCTS INC.,Lasko,3720,,,9/1/2008,2008-09,Wal Mart,,11/1/2008,Yes,"Emmitted smoke, skarks, and buzzing sounds from motor area.  I quickly unplugged it to stop it.  (tthe safety fuse hadn't tripped by the time I unplugged it)",Peabody,Unspecified,1960,Home/Apartment/Condominium,"Incident, No Injury",Unspecified,Unspecified,,No,No,,,No,No,No,,"(6/23/2011) LASKO PRODUCTS INC.: Consumer reported that product failed safely.  Manufacturer attempted to contact consumer to verify report and inspect product, but consumer has not responded.  
(6/28/2011) LASKO PRODUCTS INC.: Consumer now reports that fan was discarded and is no longer available for inspection and verification of report.",,"['LASKO PRODUCTS INC.', 'Lasko']","['20', '3720.']",0
39995,20100415-92D18-1173127,3/28/2011,,6/21/2011,Consumer,Box Fan,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Fans (380),380,LASKO PRODUCTS INC.,Lasko,,,,,,Lowe's ,,12/15/2009,,The consumer says the unit started throwing sparks and she heard a noise and unplugged it.  Consumer waited a while and turned it back in and it sparked again.  Consumer says she took it back to retailer and exchanged it for a different one.  Consumer contacted manufacturer but is only getting through to automated system.  Consumer noticed the recall but she realized that her original unit was not as old as recall indicated.  Consumer is concerned that the recall is not big enough so she is returning her exchanged unit back to the retailer. ,Carmichael,California,95608,Unspecified,"Incident, No Injury",Unspecified,Unspecified,,Yes,No,,,No,Yes,,,(6/13/2011) LASKO PRODUCTS INC.: Customer was contacted and reported fan was returned to retailer several months before.  Product unavailable for inspection or evaluation.  Customer reported product  failed safely.,,"['LASKO PRODUCTS INC.', 'Lasko']",[],0
40348,20110411-33F7E-1175922,4/11/2011,,5/31/2011,Consumer,Ceramic Air Heater,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Portable Electric Heaters (348),348,LASKO PRODUCTS INC.,Lasko,755320,,,,,Walmart,Arkansas,,,"The consumer says the unit started smoking.  She says the unit was on for about 30 minutes to an hour before it started smoking.  Consumer unplugged the unit and has not turned it on since.  Consumer says that her unit is giving her the same issues as stated in the recall, but her model is not on the list.  Consumer has same product and brand as in release # Release #07-227.",Magnolia,Arkansas,71753,Unspecified,"Incident, No Injury",Female,Self,,Yes,No,,,No,No,No,,"(9/27/2012) LASKO PRODUCTS INC.: Unit received for evaluation.  Damage to plug due to resistance heating within outlet due to poor connectivity within outlet (bad outlet).
(5/20/2011) LASKO PRODUCTS INC.: Customer was contacted and heater is being returned for evaluation.  Customer is not reporting the same or similar problem as that described in recent recall of a different model (model 5540).  Customer reports that the heater failed safely.",,"['LASKO PRODUCTS INC.', 'Lasko']","['07-227.', '30']",8672
40620,20110422-DAB65-2147479880,4/22/2011,,5/13/2011,Consumer,"20"" Box Fan, model # 3733, produced in 2001 by Lasko Products",Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Fans (380),380,LASKO PRODUCTS INC.,Lasko Products,3733,,,1/1/2001,,,,,,"a 2001 year model, 20"" box fan producted by Lasko Products, Inc., model # 3733, that caught on fire while use and caused the owner's home to burn and incur substantial damages",Blanchard,Oklahoma,73010,Home/Apartment/Condominium,"Incident, No Injury",Male,"My Client, Patient, Student, Etc. (professional relationship)",,Yes,No,,,No,Yes,,"We have conducted destructive testing on the product to see the source of the problem with the fan;  We have also filed suit against Lasko Products, Inc. so it is aware of the defect",(5/11/2011) LASKO PRODUCTS INC.: Report submitted by lawyer for insurance company seeking recovery for amounts paid on a claim by its insured for fire damage to a home.  Investigation revealed discarded smoking materials in the area of origin.,,"['LASKO PRODUCTS INC.', 'Lasko Products']","['2001', '20', '3733']",0
40767,20110415-69D74-2147480143,4/15/2011,,5/9/2011,Consumer,PORTABLE ELECTRIC HEATER,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Portable Electric Heaters (348),348,LASKO PRODUCTS INC.,LASKO ,5540,736155,,,,SAMS CLUB,SALT LAKE CITY,1/4/2003,Yes,"My portable electric heater overheated and scorched the carpet



",SANDY,Utah,84093,Home/Apartment/Condominium,"Incident, No Injury",Male,Self,64,No,No,,,No,No,Yes,I WILL MAKE A CLAIM,(4/27/2011) LASKO PRODUCTS INC.: Consumer reported failure of a recalled unit and was advised to contact Lasko to register to receive a free replacement unit.,,"['LASKO PRODUCTS INC.', 'LASKO ']","['ELECTRIC', 'PORTABLE', 'HEATER']",0
41164,20110325-341B8-2147480907,3/25/2011,,4/18/2011,Consumer,This product was a Lasko model number 3733 box fan,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Fans (380),380,LASKO PRODUCTS INC.,Lasko,3733,unknown,,,,Walmart,Tennessee,6/1/2005,Yes,Our  house burned to the ground and we lost everything. The Lasko fan was in a open window and caught on fire and burned the house. ,Middleton,Tennessee,38052,Home/Apartment/Condominium,"Incident, No Injury",Female,Self,55,No,No,,,No,No,No,,(4/27/2011) LASKO PRODUCTS INC.: The reported incident occurred 3 1/2 years ago.  The consumer's insurance carrier investigated the fire and participated in two forensic inspections of the fan.  The insurance carrier's experts concluded that there was no evidence that the fan caused the fire.,,"['LASKO PRODUCTS INC.', 'Lasko']",['3733'],0
41168,20110325-F5E60-2147480903,3/25/2011,,4/18/2011,Consumer,20 inch box fan,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Fans (380),380,LASKO PRODUCTS INC.,lasko,,,,,,fleet farm,Wisconsin,,Yes,"i had a fire caused by a lasko box fan. i was using the fan to move air around in the basement of my shop. while working upstairs, i noticed some light coming from basement door. when i went to see what was wrong, i discovered that the fan was on fire. i quickly went down to put it out but couldn't.   i grabed the fan and ran it over to the door. it was too hot and ended up dropping it. i opened the door and kicked it outside.  when i turned around, i noticed spots burning on the floor. fire quickly spread to wall. once on the wall, it would not go out. i immediatly called fire department. by the time they got there it was too late. luckily they were able to keep my house from burning down. still had about 5000.00 dollars damage to house . shop had about 65000.00 dollars in tools and material in it. shop was a total loss. insurance won't cover so i am out about 130000.00 dollars.",menomonie,Wisconsin,54751,Home/Apartment/Condominium,"Injury, No First Aid or Medical Attention Received",Male,Self,53,No,No,,,No,No,Yes,they need to no,(4/6/2011) LASKO PRODUCTS INC.: Consumer was contacted upon receipt of report.  Incident fan was discarded by consumer prior to submission of report. Investigation cannot be completed without product.,,"['LASKO PRODUCTS INC.', 'lasko']","['130000.00', '5000.00', '65000.00', '20']",0
41188,20110326-07F72-2147480867,3/26/2011,,4/18/2011,Consumer,Lasko Heater Model Number 5540,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Portable Electric Heaters (348),348,LASKO PRODUCTS INC.,Lasko,5540,103203069395,,,,,,,,Product:  Lasko Heater Model Number 5540.  Simply stopped working.  Learned today that the product has been recalled.,Southield,Michigan,48033,Home/Apartment/Condominium,"Incident, No Injury",Female,My Child,20,Yes,No,,,No,No,Yes,"Just learned of a recall, when searching the Internet to determine why the product will not work.","(4/4/2011) LASKO PRODUCTS INC.: If consumer's heater is subject to recall, consumer can register at www.laskoproducts.com to receive a free replacement unit.  Consumer reports that heater failed safely.",,"['LASKO PRODUCTS INC.', 'Lasko']","['5540.', '5540']",8672
41257,20110323-2F323-2147481034,3/23/2011,,4/14/2011,Consumer,"This is  Lasko heater
Model # 5400
Made in China - ceramic air heater
101 00 300 5774",Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Portable Electric Heaters (348),348,LASKO PRODUCTS INC.,Lasko,5400,101003005774,,,,,,11/10/2005,,"I understand this product is not safe - there is a potential fire hazard.

I do NOT have a box to return this product.

Would you please send one to me at work:

[REDACTED]",,United States,,Unspecified,"Incident, No Injury",Unspecified,Unspecified,,Yes,No,,,,,,I still have the product,"(4/4/2011) LASKO PRODUCTS INC.: Consumer was contacted by Lasko, but did not respond.  Consumer does not state why she believes product is unsafe.",,"['LASKO PRODUCTS INC.', 'Lasko']","['REDACTED', '5774', 'NOT', '101', '300', '5400', '00']",0
41421,20110315-87429-1170894,3/15/2011,,4/6/2011,Consumer,LASKO CERAMIC TOWER SPACE HEATER,Home Maintenance and Structures,"Heating, Ventilation & Air Conditioning",Portable Electric Heaters (348),348,LASKO PRODUCTS INC.,LASKO,5132,6166,,,,LOWE'S,Illinois,,,"Ceramic heater Lasko rotating tower heater, model#5132 plug melted in the wall socket, shorting out the electrical
system to which the damaged wall socket was connected. the incident happened 1 or 2 years ago, i replaced the
plug with a heavy duty plug , and the plug began to melt, I removed it and put it away, I failed to be prompt on the
contacting of Lasko the serial number of the unit is 6166. I contacted the manufacturer/distributor since it was
made in China on Monday March 7th, they are going to send me materials to ship the unit back to them for
inspection. They initially said that, since I changed the plug it voided the warranty, when I mentioned it as a claim
they did not discount my call. I will keep you informed about the outcome, since the model is still listed on their
online catalogue. the damage to my house cost $150. dollars to repair. the problem is if I did not smell the melting,
it could have led to an electrical fire. both the cord and the plug heat up even on the low setting.
I HAVE REPORTED THE INCIDENT UNDER 201 0122-38E88-1169096 TO YOUR HOTLINE 3/07/2011",FREDERICK,Maryland,21702,Home/Apartment/Condominium,"Incident, No Injury",Male,Self,58,Yes,No,,No,No,Yes,,,"(3/25/2011) LASKO PRODUCTS INC.: Customer previously contacted Lasko and returned heater for eveluation.  Heater functioned properly but customer had replaced plug with improper replacement plug.  Customer was provided a free replacement unit as a courtesy.  Lasko explained to consumer that the overheated plug was caused by overheating within the outlet, not a defect in the unit or the original plug.",,"['LASKO PRODUCTS INC.', 'LASKO']","['5132', 'UNDER', 'LASKO', 'SPACE', 'YOUR', 'INCIDENT', '6166.', '2011', 'REPORTED', 'HEATER', 'CERAMIC', '150.', '0122-38E88-1169096', 'TO', '07', 'HAVE', 'HOTLINE', 'THE', 'TOWER', '201']",8672
318,20191104-DD92A-2147376756,11/4/2019,11/13/2019,11/27/2019,Consumer,"DeWalt Handheld Blower, cordless with 60 volt lithium ion battery.",Yard & Garden,"Lawn Mowers, Leaf Blowers and Lawn Vacuums",Leaf Blowers (1461),1461,Black & Decker (U.S.) Inc.,DeWalt,Handheld Blower Model DCBL772,30035,'1004162269 Home Depo,,2019 16-58,Home Depot,,10/21/2019,,"Girl Scouts San Diego had an employee using a brand new Dewalt battery powered leaf blower, model DCBL772 to clear leaf debris from sidewalks.  The unit performed properly the first time it was used out of the box.  When used again, after several minutes of use, the employee felt an electrical shock through the handle of the unit.  The schock was severe enough to require a doctors visit as the employee suffered muscle disfunction in the right hand that was effected.  The blower was placed out of service and the battery removed.  The unit was inspected by a supervisor and the battery that was in use was found to be working properly and function normally in other battery power tools.  

A charged battery was reinstalled in the leaf blower in question and with electrical isolation gloves and isolation from ground, the leaf blower was tested.  The leaf blower no longer worked and did not appear to be providing any electrcial energy through the plastic handle.  The leaf blower remains out of service at the below address.  The employee continues under a doctors care and six days later has limited use of the right hand.",San Diego,California,92103,Place of Recreation or Sports,"Injury, Seen by Medical Professional",Male,"My Client, Patient, Student, Etc. (professional relationship)",26,Yes,No,,,No,Yes,,I have made a report to DeWalt tools at 1-800-433-9258,,,"['', 'Black & Decker (U.S.) Inc.', 'DeWalt']","['DCBL772', '60', 'DeWalt']",0
